time,symbol,bid,ask,last,volume
2025-01-06T03:40:00+00:00,XAUUSD,2602.02,2602.14,2602.02,1
2025-01-06T03:45:00+00:00,XAUUSD,2602.0499999999997,2602.1699999999996,2602.0499999999997,1
2025-01-06T03:50:00+00:00,XAUUSD,2600.6800000000003,2600.8,2600.6800000000003,1
2025-01-06T03:55:00+00:00,XAUUSD,2600.71,2600.83,2600.71,1
2025-01-06T04:00:00+00:00,XAUUSD,2602.14,2602.2599999999998,2602.14,1
2025-01-06T04:05:00+00:00,XAUUSD,2602.1699999999996,2602.2899999999995,2602.1699999999996,1
2025-01-06T04:10:00+00:00,XAUUSD,2600.8,2600.92,2600.8,1
2025-01-06T04:15:00+00:00,XAUUSD,2600.8300000000004,2600.9500000000003,2600.8300000000004,1
2025-01-06T04:20:00+00:00,XAUUSD,2602.2599999999998,2602.3799999999997,2602.2599999999998,1
2025-01-06T04:25:00+00:00,XAUUSD,2602.29,2602.41,2602.29,1
2025-01-06T04:30:00+00:00,XAUUSD,2600.92,2601.04,2600.92,1
2025-01-06T04:35:00+00:00,XAUUSD,2600.9500000000003,2601.07,2600.9500000000003,1
2025-01-06T04:40:00+00:00,XAUUSD,2602.3799999999997,2602.4999999999995,2602.3799999999997,1
2025-01-06T04:45:00+00:00,XAUUSD,2602.41,2602.5299999999997,2602.41,1
2025-01-06T04:50:00+00:00,XAUUSD,2601.04,2601.16,2601.04,1
2025-01-06T04:55:00+00:00,XAUUSD,2601.07,2601.19,2601.07,1
2025-01-06T05:00:00+00:00,XAUUSD,2602.5,2602.62,2602.5,1
2025-01-06T05:05:00+00:00,XAUUSD,2602.5299999999997,2602.6499999999996,2602.5299999999997,1
2025-01-06T05:10:00+00:00,XAUUSD,2601.1600000000003,2601.28,2601.1600000000003,1
2025-01-06T05:15:00+00:00,XAUUSD,2601.19,2601.31,2601.19,1
2025-01-06T05:20:00+00:00,XAUUSD,2602.62,2602.74,2602.62,1
2025-01-06T05:25:00+00:00,XAUUSD,2602.6499999999996,2602.7699999999995,2602.6499999999996,1
2025-01-06T05:30:00+00:00,XAUUSD,2601.28,2601.4,2601.28,1
2025-01-06T05:35:00+00:00,XAUUSD,2601.3100000000004,2601.4300000000003,2601.3100000000004,1
2025-01-06T05:40:00+00:00,XAUUSD,2602.74,2602.8599999999997,2602.74,1
2025-01-06T05:45:00+00:00,XAUUSD,2602.77,2602.89,2602.77,1
2025-01-06T05:50:00+00:00,XAUUSD,2601.4,2601.52,2601.4,1
2025-01-06T05:55:00+00:00,XAUUSD,2601.4300000000003,2601.55,2601.4300000000003,1
2025-01-06T06:00:00+00:00,XAUUSD,2602.8599999999997,2602.9799999999996,2602.8599999999997,1
2025-01-06T06:05:00+00:00,XAUUSD,2602.89,2603.0099999999998,2602.89,1
2025-01-06T06:10:00+00:00,XAUUSD,2601.52,2601.64,2601.52,1
2025-01-06T06:15:00+00:00,XAUUSD,2601.55,2601.67,2601.55,1
2025-01-06T06:20:00+00:00,XAUUSD,2602.98,2603.1,2602.98,1
2025-01-06T06:25:00+00:00,XAUUSD,2603.0099999999998,2603.1299999999997,2603.0099999999998,1
2025-01-06T06:30:00+00:00,XAUUSD,2601.6400000000003,2601.76,2601.6400000000003,1
2025-01-06T06:35:00+00:00,XAUUSD,2601.67,2601.79,2601.67,1
2025-01-06T06:40:00+00:00,XAUUSD,2603.1,2603.22,2603.1,1
2025-01-06T06:45:00+00:00,XAUUSD,2603.1299999999997,2603.2499999999995,2603.1299999999997,1
2025-01-06T06:50:00+00:00,XAUUSD,2601.76,2601.88,2601.76,1
2025-01-06T06:55:00+00:00,XAUUSD,2601.79,2601.91,2601.79,1
2025-01-06T07:00:00+00:00,XAUUSD,2603.22,2603.3399999999997,2603.22,1
2025-01-06T07:05:00+00:00,XAUUSD,2603.25,2603.37,2603.25,1
2025-01-06T07:10:00+00:00,XAUUSD,2601.88,2602.0,2601.88,1
2025-01-06T07:15:00+00:00,XAUUSD,2601.9100000000003,2602.03,2601.9100000000003,1
2025-01-06T07:20:00+00:00,XAUUSD,2603.3399999999997,2603.4599999999996,2603.3399999999997,1
2025-01-06T07:25:00+00:00,XAUUSD,2603.37,2603.49,2603.37,1
2025-01-06T07:30:00+00:00,XAUUSD,2602.0,2602.12,2602.0,1
2025-01-06T07:35:00+00:00,XAUUSD,2602.03,2602.15,2602.03,1
2025-01-06T07:40:00+00:00,XAUUSD,2603.46,2603.58,2603.46,1
2025-01-06T07:45:00+00:00,XAUUSD,2603.49,2603.6099999999997,2603.49,1
2025-01-06T07:50:00+00:00,XAUUSD,2602.1200000000003,2602.2400000000002,2602.1200000000003,1
2025-01-06T07:55:00+00:00,XAUUSD,2602.15,2602.27,2602.15,1
2025-01-06T08:00:00+00:00,XAUUSD,2603.58,2603.7,2603.58,1
2025-01-06T08:05:00+00:00,XAUUSD,2603.6099999999997,2603.7299999999996,2603.6099999999997,1
2025-01-06T08:10:00+00:00,XAUUSD,2602.2400000000002,2602.36,2602.2400000000002,1
2025-01-06T08:15:00+00:00,XAUUSD,2602.27,2602.39,2602.27,1
2025-01-06T08:20:00+00:00,XAUUSD,2603.7,2603.8199999999997,2603.7,1
2025-01-06T08:25:00+00:00,XAUUSD,2603.73,2603.85,2603.73,1
2025-01-06T08:30:00+00:00,XAUUSD,2602.36,2602.48,2602.36,1
2025-01-06T08:35:00+00:00,XAUUSD,2602.3900000000003,2602.51,2602.3900000000003,1
2025-01-06T08:40:00+00:00,XAUUSD,2603.8199999999997,2603.9399999999996,2603.8199999999997,1
2025-01-06T08:45:00+00:00,XAUUSD,2603.85,2603.97,2603.85,1
2025-01-06T08:50:00+00:00,XAUUSD,2602.48,2602.6,2602.48,1
2025-01-06T08:55:00+00:00,XAUUSD,2602.51,2602.63,2602.51,1
2025-01-06T09:00:00+00:00,XAUUSD,2603.9399999999996,2604.0599999999995,2603.9399999999996,1
2025-01-06T09:05:00+00:00,XAUUSD,2603.97,2604.0899999999997,2603.97,1
2025-01-06T09:10:00+00:00,XAUUSD,2602.6000000000004,2602.7200000000003,2602.6000000000004,1
2025-01-06T09:15:00+00:00,XAUUSD,2602.63,2602.75,2602.63,1
2025-01-06T09:20:00+00:00,XAUUSD,2604.06,2604.18,2604.06,1
2025-01-06T09:25:00+00:00,XAUUSD,2604.0899999999997,2604.2099999999996,2604.0899999999997,1
2025-01-06T09:30:00+00:00,XAUUSD,2602.7200000000003,2602.84,2602.7200000000003,1
2025-01-06T09:35:00+00:00,XAUUSD,2602.75,2602.87,2602.75,1
2025-01-06T09:40:00+00:00,XAUUSD,2604.18,2604.2999999999997,2604.18,1
2025-01-06T09:45:00+00:00,XAUUSD,2604.21,2604.33,2604.21,1
2025-01-06T09:50:00+00:00,XAUUSD,2602.84,2602.96,2602.84,1
2025-01-06T09:55:00+00:00,XAUUSD,2602.8700000000003,2602.9900000000002,2602.8700000000003,1
2025-01-06T10:00:00+00:00,XAUUSD,2604.2999999999997,2604.4199999999996,2604.2999999999997,1
2025-01-06T10:05:00+00:00,XAUUSD,2604.33,2604.45,2604.33,1
2025-01-06T10:10:00+00:00,XAUUSD,2602.96,2603.08,2602.96,1
2025-01-06T10:15:00+00:00,XAUUSD,2602.9900000000002,2603.11,2602.9900000000002,1
2025-01-06T10:20:00+00:00,XAUUSD,2604.4199999999996,2604.5399999999995,2604.4199999999996,1
2025-01-06T10:25:00+00:00,XAUUSD,2604.45,2604.5699999999997,2604.45,1
2025-01-06T10:30:00+00:00,XAUUSD,2603.0800000000004,2603.2000000000003,2603.0800000000004,1
2025-01-06T10:35:00+00:00,XAUUSD,2603.11,2603.23,2603.11,1
2025-01-06T10:40:00+00:00,XAUUSD,2604.54,2604.66,2604.54,1
2025-01-06T10:45:00+00:00,XAUUSD,2604.5699999999997,2604.6899999999996,2604.5699999999997,1
2025-01-06T10:50:00+00:00,XAUUSD,2603.2000000000003,2603.32,2603.2000000000003,1
2025-01-06T10:55:00+00:00,XAUUSD,2603.23,2603.35,2603.23,1
2025-01-06T11:00:00+00:00,XAUUSD,2604.66,2604.7799999999997,2604.66,1
2025-01-06T11:05:00+00:00,XAUUSD,2604.6899999999996,2604.8099999999995,2604.6899999999996,1
2025-01-06T11:10:00+00:00,XAUUSD,2603.32,2603.44,2603.32,1
2025-01-06T11:15:00+00:00,XAUUSD,2603.3500000000004,2603.4700000000003,2603.3500000000004,1
2025-01-06T11:20:00+00:00,XAUUSD,2604.7799999999997,2604.8999999999996,2604.7799999999997,1
2025-01-06T11:25:00+00:00,XAUUSD,2604.81,2604.93,2604.81,1
2025-01-06T11:30:00+00:00,XAUUSD,2603.44,2603.56,2603.44,1
2025-01-06T11:35:00+00:00,XAUUSD,2603.4700000000003,2603.59,2603.4700000000003,1
2025-01-06T11:40:00+00:00,XAUUSD,2604.8999999999996,2605.0199999999995,2604.8999999999996,1
2025-01-06T11:45:00+00:00,XAUUSD,2604.93,2605.0499999999997,2604.93,1
2025-01-06T11:50:00+00:00,XAUUSD,2603.5600000000004,2603.6800000000003,2603.5600000000004,1
2025-01-06T11:55:00+00:00,XAUUSD,2603.59,2603.71,2603.59,1
2025-01-06T12:00:00+00:00,XAUUSD,2605.02,2605.14,2605.02,1
2025-01-06T12:05:00+00:00,XAUUSD,2605.0499999999997,2605.1699999999996,2605.0499999999997,1
2025-01-06T12:10:00+00:00,XAUUSD,2603.6800000000003,2603.8,2603.6800000000003,1
2025-01-06T12:15:00+00:00,XAUUSD,2603.71,2603.83,2603.71,1
2025-01-06T12:20:00+00:00,XAUUSD,2605.14,2605.2599999999998,2605.14,1
2025-01-06T12:25:00+00:00,XAUUSD,2605.1699999999996,2605.2899999999995,2605.1699999999996,1
2025-01-06T12:30:00+00:00,XAUUSD,2603.8,2603.92,2603.8,1
2025-01-06T12:35:00+00:00,XAUUSD,2603.8300000000004,2603.9500000000003,2603.8300000000004,1
2025-01-06T12:40:00+00:00,XAUUSD,2605.2599999999998,2605.3799999999997,2605.2599999999998,1
2025-01-06T12:45:00+00:00,XAUUSD,2605.29,2605.41,2605.29,1
2025-01-06T12:50:00+00:00,XAUUSD,2603.92,2604.04,2603.92,1
2025-01-06T12:55:00+00:00,XAUUSD,2603.9500000000003,2604.07,2603.9500000000003,1
2025-01-06T13:00:00+00:00,XAUUSD,2605.3799999999997,2605.4999999999995,2605.3799999999997,1
2025-01-06T13:05:00+00:00,XAUUSD,2605.41,2605.5299999999997,2605.41,1
2025-01-06T13:10:00+00:00,XAUUSD,2604.04,2604.16,2604.04,1
2025-01-06T13:15:00+00:00,XAUUSD,2604.07,2604.19,2604.07,1
2025-01-06T13:20:00+00:00,XAUUSD,2605.5,2605.62,2605.5,1
2025-01-06T13:25:00+00:00,XAUUSD,2605.5299999999997,2605.6499999999996,2605.5299999999997,1
2025-01-06T13:30:00+00:00,XAUUSD,2604.1600000000003,2604.28,2604.1600000000003,1
2025-01-06T13:35:00+00:00,XAUUSD,2604.19,2604.31,2604.19,1
2025-01-06T13:40:00+00:00,XAUUSD,2605.62,2605.74,2605.62,1
2025-01-06T13:45:00+00:00,XAUUSD,2605.6499999999996,2605.7699999999995,2605.6499999999996,1
2025-01-06T13:50:00+00:00,XAUUSD,2604.28,2604.4,2604.28,1
2025-01-06T13:55:00+00:00,XAUUSD,2604.3100000000004,2604.4300000000003,2604.3100000000004,1
2025-01-06T14:00:00+00:00,XAUUSD,2605.74,2605.8599999999997,2605.74,1
2025-01-06T14:05:00+00:00,XAUUSD,2605.77,2605.89,2605.77,1
2025-01-06T14:10:00+00:00,XAUUSD,2604.4,2604.52,2604.4,1
2025-01-06T14:15:00+00:00,XAUUSD,2604.4300000000003,2604.55,2604.4300000000003,1
2025-01-06T14:20:00+00:00,XAUUSD,2605.8599999999997,2605.9799999999996,2605.8599999999997,1
2025-01-06T14:25:00+00:00,XAUUSD,2605.89,2606.0099999999998,2605.89,1
2025-01-06T14:30:00+00:00,XAUUSD,2604.52,2604.64,2604.52,1
2025-01-06T14:35:00+00:00,XAUUSD,2604.55,2604.67,2604.55,1
2025-01-06T14:40:00+00:00,XAUUSD,2605.98,2606.1,2605.98,1
2025-01-06T14:45:00+00:00,XAUUSD,2606.0099999999998,2606.1299999999997,2606.0099999999998,1
2025-01-06T14:50:00+00:00,XAUUSD,2604.6400000000003,2604.76,2604.6400000000003,1
2025-01-06T14:55:00+00:00,XAUUSD,2604.67,2604.79,2604.67,1
2025-01-06T15:00:00+00:00,XAUUSD,2606.1,2606.22,2606.1,1
2025-01-06T15:05:00+00:00,XAUUSD,2606.1299999999997,2606.2499999999995,2606.1299999999997,1
2025-01-06T15:10:00+00:00,XAUUSD,2604.76,2604.88,2604.76,1
2025-01-06T15:15:00+00:00,XAUUSD,2604.79,2604.91,2604.79,1
2025-01-06T15:20:00+00:00,XAUUSD,2606.22,2606.3399999999997,2606.22,1
2025-01-06T15:25:00+00:00,XAUUSD,2606.25,2606.37,2606.25,1
2025-01-06T15:30:00+00:00,XAUUSD,2604.88,2605.0,2604.88,1
2025-01-06T15:35:00+00:00,XAUUSD,2604.9100000000003,2605.03,2604.9100000000003,1
2025-01-06T15:40:00+00:00,XAUUSD,2606.3399999999997,2606.4599999999996,2606.3399999999997,1
2025-01-06T15:45:00+00:00,XAUUSD,2606.37,2606.49,2606.37,1
2025-01-06T15:50:00+00:00,XAUUSD,2605.0,2605.12,2605.0,1
2025-01-06T15:55:00+00:00,XAUUSD,2605.03,2605.15,2605.03,1
2025-01-06T16:00:00+00:00,XAUUSD,2606.46,2606.58,2606.46,1
2025-01-06T16:05:00+00:00,XAUUSD,2606.49,2606.6099999999997,2606.49,1
2025-01-06T16:10:00+00:00,XAUUSD,2605.1200000000003,2605.2400000000002,2605.1200000000003,1
2025-01-06T16:15:00+00:00,XAUUSD,2605.15,2605.27,2605.15,1
2025-01-06T16:20:00+00:00,XAUUSD,2606.58,2606.7,2606.58,1
2025-01-06T16:25:00+00:00,XAUUSD,2606.6099999999997,2606.7299999999996,2606.6099999999997,1
2025-01-06T16:30:00+00:00,XAUUSD,2605.2400000000002,2605.36,2605.2400000000002,1
2025-01-06T16:35:00+00:00,XAUUSD,2605.27,2605.39,2605.27,1
2025-01-06T16:40:00+00:00,XAUUSD,2606.7,2606.8199999999997,2606.7,1
2025-01-06T16:45:00+00:00,XAUUSD,2606.73,2606.85,2606.73,1
2025-01-06T16:50:00+00:00,XAUUSD,2605.36,2605.48,2605.36,1
2025-01-06T16:55:00+00:00,XAUUSD,2605.3900000000003,2605.51,2605.3900000000003,1
2025-01-06T17:00:00+00:00,XAUUSD,2606.8199999999997,2606.9399999999996,2606.8199999999997,1
2025-01-06T17:05:00+00:00,XAUUSD,2606.85,2606.97,2606.85,1
2025-01-06T17:10:00+00:00,XAUUSD,2605.48,2605.6,2605.48,1
2025-01-06T17:15:00+00:00,XAUUSD,2605.51,2605.63,2605.51,1
2025-01-06T17:20:00+00:00,XAUUSD,2606.9399999999996,2607.0599999999995,2606.9399999999996,1
2025-01-06T17:25:00+00:00,XAUUSD,2606.97,2607.0899999999997,2606.97,1
2025-01-06T17:30:00+00:00,XAUUSD,2605.6000000000004,2605.7200000000003,2605.6000000000004,1
2025-01-06T17:35:00+00:00,XAUUSD,2605.63,2605.75,2605.63,1
2025-01-06T17:40:00+00:00,XAUUSD,2607.06,2607.18,2607.06,1
2025-01-06T17:45:00+00:00,XAUUSD,2607.0899999999997,2607.2099999999996,2607.0899999999997,1
2025-01-06T17:50:00+00:00,XAUUSD,2605.7200000000003,2605.84,2605.7200000000003,1
2025-01-06T17:55:00+00:00,XAUUSD,2605.75,2605.87,2605.75,1
2025-01-06T18:00:00+00:00,XAUUSD,2607.18,2607.2999999999997,2607.18,1
2025-01-06T18:05:00+00:00,XAUUSD,2607.21,2607.33,2607.21,1
2025-01-06T18:10:00+00:00,XAUUSD,2605.84,2605.96,2605.84,1
2025-01-06T18:15:00+00:00,XAUUSD,2605.8700000000003,2605.9900000000002,2605.8700000000003,1
2025-01-06T18:20:00+00:00,XAUUSD,2607.2999999999997,2607.4199999999996,2607.2999999999997,1
2025-01-06T18:25:00+00:00,XAUUSD,2607.33,2607.45,2607.33,1
2025-01-06T18:30:00+00:00,XAUUSD,2605.96,2606.08,2605.96,1
2025-01-06T18:35:00+00:00,XAUUSD,2605.9900000000002,2606.11,2605.9900000000002,1
2025-01-06T18:40:00+00:00,XAUUSD,2607.4199999999996,2607.5399999999995,2607.4199999999996,1
2025-01-06T18:45:00+00:00,XAUUSD,2607.45,2607.5699999999997,2607.45,1
2025-01-06T18:50:00+00:00,XAUUSD,2606.0800000000004,2606.2000000000003,2606.0800000000004,1
2025-01-06T18:55:00+00:00,XAUUSD,2606.11,2606.23,2606.11,1
2025-01-06T19:00:00+00:00,XAUUSD,2607.54,2607.66,2607.54,1
2025-01-06T19:05:00+00:00,XAUUSD,2607.5699999999997,2607.6899999999996,2607.5699999999997,1
2025-01-06T19:10:00+00:00,XAUUSD,2606.2000000000003,2606.32,2606.2000000000003,1
2025-01-06T19:15:00+00:00,XAUUSD,2606.23,2606.35,2606.23,1
2025-01-06T19:20:00+00:00,XAUUSD,2607.66,2607.7799999999997,2607.66,1
2025-01-06T19:25:00+00:00,XAUUSD,2607.6899999999996,2607.8099999999995,2607.6899999999996,1
2025-01-06T19:30:00+00:00,XAUUSD,2606.32,2606.44,2606.32,1
2025-01-06T19:35:00+00:00,XAUUSD,2606.3500000000004,2606.4700000000003,2606.3500000000004,1
2025-01-06T19:40:00+00:00,XAUUSD,2607.7799999999997,2607.8999999999996,2607.7799999999997,1
2025-01-06T19:45:00+00:00,XAUUSD,2607.81,2607.93,2607.81,1
2025-01-06T19:50:00+00:00,XAUUSD,2606.44,2606.56,2606.44,1
2025-01-06T19:55:00+00:00,XAUUSD,2606.4700000000003,2606.59,2606.4700000000003,1
2025-01-06T20:00:00+00:00,XAUUSD,2607.8999999999996,2608.0199999999995,2607.8999999999996,1
2025-01-06T20:05:00+00:00,XAUUSD,2607.93,2608.0499999999997,2607.93,1
2025-01-06T20:10:00+00:00,XAUUSD,2606.5600000000004,2606.6800000000003,2606.5600000000004,1
2025-01-06T20:15:00+00:00,XAUUSD,2606.59,2606.71,2606.59,1
2025-01-06T20:20:00+00:00,XAUUSD,2608.02,2608.14,2608.02,1
2025-01-06T20:25:00+00:00,XAUUSD,2608.0499999999997,2608.1699999999996,2608.0499999999997,1
2025-01-06T20:30:00+00:00,XAUUSD,2606.6800000000003,2606.8,2606.6800000000003,1
2025-01-06T20:35:00+00:00,XAUUSD,2606.71,2606.83,2606.71,1
2025-01-06T20:40:00+00:00,XAUUSD,2608.14,2608.2599999999998,2608.14,1
2025-01-06T20:45:00+00:00,XAUUSD,2608.1699999999996,2608.2899999999995,2608.1699999999996,1
2025-01-06T20:50:00+00:00,XAUUSD,2606.8,2606.92,2606.8,1
2025-01-06T20:55:00+00:00,XAUUSD,2606.8300000000004,2606.9500000000003,2606.8300000000004,1
2025-01-06T21:00:00+00:00,XAUUSD,2608.2599999999998,2608.3799999999997,2608.2599999999998,1
2025-01-06T21:05:00+00:00,XAUUSD,2608.29,2608.41,2608.29,1
2025-01-06T21:10:00+00:00,XAUUSD,2606.92,2607.04,2606.92,1
2025-01-06T21:15:00+00:00,XAUUSD,2606.9500000000003,2607.07,2606.9500000000003,1
2025-01-06T21:20:00+00:00,XAUUSD,2608.3799999999997,2608.4999999999995,2608.3799999999997,1
2025-01-06T21:25:00+00:00,XAUUSD,2608.41,2608.5299999999997,2608.41,1
2025-01-06T21:30:00+00:00,XAUUSD,2607.04,2607.16,2607.04,1
2025-01-06T21:35:00+00:00,XAUUSD,2607.07,2607.19,2607.07,1
2025-01-06T21:40:00+00:00,XAUUSD,2608.5,2608.62,2608.5,1
2025-01-06T21:45:00+00:00,XAUUSD,2608.5299999999997,2608.6499999999996,2608.5299999999997,1
2025-01-06T21:50:00+00:00,XAUUSD,2607.1600000000003,2607.28,2607.1600000000003,1
2025-01-06T21:55:00+00:00,XAUUSD,2607.19,2607.31,2607.19,1
2025-01-06T22:00:00+00:00,XAUUSD,2608.62,2608.74,2608.62,1
2025-01-06T22:05:00+00:00,XAUUSD,2608.6499999999996,2608.7699999999995,2608.6499999999996,1
2025-01-06T22:10:00+00:00,XAUUSD,2607.28,2607.4,2607.28,1
2025-01-06T22:15:00+00:00,XAUUSD,2607.3100000000004,2607.4300000000003,2607.3100000000004,1
2025-01-06T22:20:00+00:00,XAUUSD,2608.74,2608.8599999999997,2608.74,1
2025-01-06T22:25:00+00:00,XAUUSD,2608.77,2608.89,2608.77,1
2025-01-06T22:30:00+00:00,XAUUSD,2607.4,2607.52,2607.4,1
2025-01-06T22:35:00+00:00,XAUUSD,2607.4300000000003,2607.55,2607.4300000000003,1
2025-01-06T22:40:00+00:00,XAUUSD,2608.8599999999997,2608.9799999999996,2608.8599999999997,1
2025-01-06T22:45:00+00:00,XAUUSD,2608.89,2609.0099999999998,2608.89,1
2025-01-06T22:50:00+00:00,XAUUSD,2607.52,2607.64,2607.52,1
2025-01-06T22:55:00+00:00,XAUUSD,2607.55,2607.67,2607.55,1
2025-01-06T23:00:00+00:00,XAUUSD,2608.98,2609.1,2608.98,1
2025-01-06T23:05:00+00:00,XAUUSD,2609.0099999999998,2609.1299999999997,2609.0099999999998,1
2025-01-06T23:10:00+00:00,XAUUSD,2607.6400000000003,2607.76,2607.6400000000003,1
2025-01-06T23:15:00+00:00,XAUUSD,2607.67,2607.79,2607.67,1
2025-01-06T23:20:00+00:00,XAUUSD,2609.1,2609.22,2609.1,1
2025-01-06T23:25:00+00:00,XAUUSD,2609.1299999999997,2609.2499999999995,2609.1299999999997,1
2025-01-06T23:30:00+00:00,XAUUSD,2607.76,2607.88,2607.76,1
2025-01-06T23:35:00+00:00,XAUUSD,2607.79,2607.91,2607.79,1
2025-01-06T23:40:00+00:00,XAUUSD,2609.22,2609.3399999999997,2609.22,1
2025-01-06T23:45:00+00:00,XAUUSD,2609.25,2609.37,2609.25,1
2025-01-06T23:50:00+00:00,XAUUSD,2607.88,2608.0,2607.88,1
2025-01-06T23:55:00+00:00,XAUUSD,2607.9100000000003,2608.03,2607.9100000000003,1
2025-01-07T00:00:00+00:00,XAUUSD,2609.3399999999997,2609.4599999999996,2609.3399999999997,1
2025-01-07T00:05:00+00:00,XAUUSD,2609.37,2609.49,2609.37,1
2025-01-07T00:10:00+00:00,XAUUSD,2608.0,2608.12,2608.0,1
2025-01-07T00:15:00+00:00,XAUUSD,2608.03,2608.15,2608.03,1
2025-01-07T00:20:00+00:00,XAUUSD,2609.46,2609.58,2609.46,1
2025-01-07T00:25:00+00:00,XAUUSD,2609.49,2609.6099999999997,2609.49,1
2025-01-07T00:30:00+00:00,XAUUSD,2608.1200000000003,2608.2400000000002,2608.1200000000003,1
2025-01-07T00:35:00+00:00,XAUUSD,2608.15,2608.27,2608.15,1
2025-01-07T00:40:00+00:00,XAUUSD,2609.58,2609.7,2609.58,1
2025-01-07T00:45:00+00:00,XAUUSD,2609.6099999999997,2609.7299999999996,2609.6099999999997,1
2025-01-07T00:50:00+00:00,XAUUSD,2608.2400000000002,2608.36,2608.2400000000002,1
2025-01-07T00:55:00+00:00,XAUUSD,2608.27,2608.39,2608.27,1
2025-01-07T01:00:00+00:00,XAUUSD,2609.7,2609.8199999999997,2609.7,1
2025-01-07T01:05:00+00:00,XAUUSD,2609.73,2609.85,2609.73,1
2025-01-07T01:10:00+00:00,XAUUSD,2608.36,2608.48,2608.36,1
2025-01-07T01:15:00+00:00,XAUUSD,2608.3900000000003,2608.51,2608.3900000000003,1
